OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Avkjørsel, holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker;Kurvatur, horisontal;Kurvatur, stigning
1017521061;Bolig;202308054-2;16.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2445480&VerID=2243821;Varig tillatelse;24.01.2023;24.01.2026;Eksisterende avkjørsler må stenges og den opprinnelige grøften må  etableres tilbake.;Privat;Privat;POINT(325248.57 7093348.546);Steinkjer;5006;FV6950 S1D1 m148;390;8;80;Mindre streng;D - Lokale samleveger;2;0;-1105;2.5
1017522553;Dyrkamark/jordbruk;202242578-2;29.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2392226&VerID=2194336;Varig tillatelse;01.12.2022;01.12.2025;;Privat;Privat;POINT(329753.955 7094260.989);Steinkjer;5006;FV6954 S1D1 m4255;300;9;80;Lite streng;E - Lokale adkomstveger;2;0;99999;5.9
1016335423;Gardsbruk;202344149-2;30.11.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=517014;Utvidet bruk;15.12.2023;15.12.2026;;Privat;Privat;POINT(328564.262 7094895.473);Steinkjer;5006;FV6954 S1D1 m5612;300;9;80;Lite streng;E - Lokale adkomstveger;6;0;-339;4.1
1015245593;Bolig;202440622-3;20.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568;Utvidet bruk;22.08.2024;22.08.2027;;Privat;Privat;POINT(333545.108 7095025.556);Steinkjer;5006;FV759 S3D1 m2783;600;15;60;Streng;C - Lokale hovedveger;7;0;99999;3.7
1015245594;Bolig;202440622-3;20.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584568;Varig tillatelse;22.08.2024;22.08.2027;Skal saneres. ;Privat;Privat;POINT(333571.426 7095095.241);Steinkjer;5006;FV759 S3D1 m2856;600;15;60;Streng;C - Lokale hovedveger;8;0;99999;3.7
1016426814;Gardsbruk;202221864-3;15.06.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2264789&VerID=2075174;Varig tillatelse;23.08.2022;23.08.2025;Gammel avkjørsel skal fjernes;Privat;Privat;POINT(349103.073 7097519.01);Steinkjer;5006;FV6966 S1D1 m10799;241;10;80;Lite streng;E - Lokale adkomstveger;6;0;99999;0.6
1015534110;Gardsbruk;202428974-2;09.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854;Varig tillatelse;24.05.2024;24.05.2027;Denne avkjørselen skal stenges, da vi har gitt tillatelse til å flytte avkjørselen litt nord-øst. ;Privat;Privat;POINT(339650.298 7103427.93);Steinkjer;5006;FV762 S3D1 m4155;523;11;40;Mindre streng;D - Lokale samleveger;7;0;-68;10.3
1015534112;Gardsbruk;202428974-2;09.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=572854;Varig tillatelse;24.05.2024;24.05.2027;Flytting av avkjørsel, eksisterende skal stenges. ;Privat;Privat;POINT(339692.01 7103479.286);Steinkjer;5006;FV762 S3D1 m4221;523;11;40;Mindre streng;D - Lokale samleveger;7;0;591;-0.3
1017517636;Bolig;202311566-2;22.02.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2479965&VerID=2275603;Varig tillatelse;01.03.2023;23.03.2026;;Privat;Privat;POINT(330606.017 7103860.695);Steinkjer;5006;FV762 S2D1 m2079;3000;9;60;Streng;C - Lokale hovedveger;15;7;-915;-1.9
1019308059;Bolig;202429833-2;22.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573713;Varig tillatelse;21.06.2024;21.06.2027;;Privat;Privat;POINT(331338.012 7104918.462);Steinkjer;5006;FV6970 S1D1 m1115;400;8;30;Lite streng;E - Lokale adkomstveger;33;1;-341;-0.8
1022497014;Skog/skogbruk;202513686-2;14.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611595;Varig tillatelse;18.03.2025;18.03.2028;;Privat;Privat;POINT(304972.252 7105162.183);Steinkjer;5006;FV6330 S6D1 m3035;260;10;80;Lite streng;E - Lokale adkomstveger;0;1;-361;2.2
1015417056;Bolig;202213495-2;11.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2101151&VerID=1921159;Varig tillatelse;08.04.2022;;;Privat;Privat;POINT(333448.281 7106834.429);Steinkjer;5006;FV763 S1D1 m6402;1800;13;80;Streng;C - Lokale hovedveger;6;3;99999;-0.1
1015534426;Bolig;202510793-2;20.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608687;Utvidet bruk;10.03.2025;10.03.2028;;Privat;Privat;POINT(334397.636 7107161.933);Steinkjer;5006;FV763 S1D1 m7609;1300;15;80;Streng;C - Lokale hovedveger;4;5;99999;-2.3
1014874163;Gardsbruk;202435437-2;17.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579352;Utvidet bruk;18.07.2024;18.07.2027;;Privat;Privat;POINT(319788.269 7107956.412);Steinkjer;5006;FV6982 S2D1 m1859;450;15;80;Mindre streng;D - Lokale samleveger;6;0;99999;-0.3
1019733620;Bolig;202441735-2 ;18.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585681;Avslag;21.08.2024;21.08.2027;;;;POINT(336210.636 7110538.584);Steinkjer;5006;FV6980 S1D1 m192;160;9;50;Lite streng;E - Lokale adkomstveger;17;0;-1039;0.6
1016026764;Gardsbruk;202422379-2;13.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566179;Utvidet bruk;05.04.2024;05.04.2027;;Privat;Privat;POINT(331826.711 7118164.849);Steinkjer;5006;FV6996 S1D1 m9039;200;13;80;Lite streng;E - Lokale adkomstveger;7;0;-89;11.7
1022499882;Skog/skogbruk;202513137-2;10.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=611041;Varig tillatelse;04.04.2025;04.04.2028;;Privat;Privat;POINT(337986.377 7119451.942);Steinkjer;5006;FV6994 S1D1 m6643;120;9;80;Lite streng;E - Lokale adkomstveger;4;0;-1000;3.3
1016426785;Bolig;202228317-2;03.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2271489&VerID=2081501;Varig tillatelse;29.08.2022;29.08.2025;;Fylkeskommune;Fylkeskommune;POINT(317184.321 7136541.564);Namsos;5007;FV17 S5D1 m5231;1500;18;80;Meget streng;B - Regionale hovedveger;8;7;99999;0.0
1024620046;Skog/skogbruk;202525997;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624007#;Varig tillatelse;08.07.2025;08.07.2028;;Privat;Privat;POINT(332171.417 7142368.89);Namsos;5007;FV7062 S1D1 m5801;548;14;80;Lite streng;E - Lokale adkomstveger;1;0;-124;-0.9
1024620849;Skog/skogbruk;202524395;09.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622391#;Varig tillatelse;11.07.2025;11.07.2028;;Privat;Privat;POINT(310523.822 7150549.869);Namsos;5007;FV766 S3D1 m4710;625;12;80;Streng;C - Lokale hovedveger;3;1;99999;0.2
1015967367;Bolig;202213182-2;07.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2120728&VerID=1939451;Varig tillatelse;04.05.2022;;Bygget men ikke levert ferdigmelding. Eksisterende driftsavkjørsel er ikke stengt. Stikkrenne ikke innmålt.;Privat;Privat;POINT(319392.591 7159813.727);Namsos;5007;FV7070 S1D1 m2755;120;15;80;Lite streng;E - Lokale adkomstveger;16;1;99999;5.0
1025232234;Bolig;202538087;25.08.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=636119#;Midlertidig tillatelse;09.09.2025;;Tillatelse fram til reguleringsplan er på plass. ;Privat;Privat;POINT(321895.401 7159957.115);Namsos;5007;FV7068 S1D1 m163;557;33;50;Lite streng;E - Lokale adkomstveger;12;1;-296;2.6
1025232185;Bolig;202445272;11.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589222#;Varig tillatelse;05.09.2025;05.09.2028;;Privat;Privat;POINT(334716.802 7160954.64);Namsos;5007;FV7066 S1D1 m834;300;9;60;Lite streng;E - Lokale adkomstveger;7;1;-47;-1.0
1025232213;Skog/skogbruk;202539131;29.08.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637166#;Midlertidig tillatelse;08.09.2025;24.10.2025;;Privat;Privat;POINT(332187.392 7164178.982);Namsos;5007;FV769 S3D1 m1734;883;14;80;Streng;C - Lokale hovedveger;3;1;-211;-6.3
1016343874;Gardsbruk;202431822-2;13.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575717;Utvidet bruk;03.07.2024;03.07.2027;;Privat;Privat;POINT(341274.302 7167252.592);Namsos;5007;FV7066 S2D1 m3636;200;9;80;Lite streng;E - Lokale adkomstveger;15;0;1183;-3.1
1016355501;Gardsbruk;202335294-4;05.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=508073;Utvidet bruk;24.10.2023;24.10.2026;;Privat;Privat;POINT(324840.691 7171885.084);Namsos;5007;FV7078 S1D1 m1309;100;12;60;Lite streng;E - Lokale adkomstveger;17;0;99999;3.5
1024050683;Service;202522246;21.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=620195#;Varig tillatelse;05.06.2025;05.06.2028;;Privat;Privat;POINT(321005.624 7173319.1);Namsos;5007;FV7082 S1D10 m176;32;16;80;Lite streng;E - Lokale adkomstveger;6;0;99999;-0.4
1024619858;Dyrkamark/jordbruk;202525123;17.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623119#;Varig tillatelse;04.07.2025;04.07.2028;;Privat;Privat;POINT(320992.504 7173508.176);Namsos;5007;FV7082 S1D1 m526;100;9;80;Lite streng;E - Lokale adkomstveger;7;0;99999;3.0
1016355872;Skog/skogbruk;202331584-3;16.08.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=504346;Utvidet bruk;25.09.2023;25.09.2026;;Privat;Privat;POINT(322563.986 7175546.813);Namsos;5007;FV7080 S1D1 m7408;240;9;80;Lite streng;E - Lokale adkomstveger;4;0;99999;1.9
615921561;Gardsbruk;202511140-3;24.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=609034;Utvidet bruk;21.03.2025;21.03.2028;;Privat;Privat;POINT(182560.47 7076501.77);Frøya;5014;FV6462 S1D1 m2349;200;22;50;Lite streng;E - Lokale adkomstveger;20;1;886;-2.6
615921139;Hytte;202246250-4;23.03.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=471676;Utvidet bruk;14.04.2023;14.04.2026;;Privat;Privat;POINT(169381.423 7077448.828);Frøya;5014;FV6460 S2D1 m5117;400;25;50;Lite streng;E - Lokale adkomstveger;21;3;1164;0.4
1018244964;Service;202334813-2;30.08.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=507582;Varig tillatelse;07.09.2023;07.09.2026;;Privat;Privat;POINT(191611.068 7078216.416);Frøya;5014;FV716 S4D1 m3339;1100;18;80;Mindre streng;D - Lokale samleveger;1;1;-304;0.3
615921104;Bolig;202510877-2;21.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608771;Endret bruk;14.03.2025;14.03.2028;;Privat;Privat;POINT(173711.553 7078244.487);Frøya;5014;FV6460 S2D1 m183;400;25;60;Lite streng;E - Lokale adkomstveger;11;1;99999;0.0
1024052167;Bolig;202451687;19.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595734#;Utvidet bruk;04.06.2025;04.06.2028;Gammel avkjøring, krysser GSV, skal stenges.;Privat;Privat;POINT(194838.313 7078803.587);Frøya;5014;FV714 S11D1 m8695;3700;8;50;Streng;B - Regionale hovedveger;3;2;99999;0.0
1018350599;Bolig;202118822-18;06.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=394309;Varig tillatelse;16.06.2023;16.06.2026;;Kommune;Kommune;POINT(195514.719 7078962.377);Frøya;5014;FV714 S12D1 m461;3700;8;60;Streng;B - Regionale hovedveger;3;7;-255;-0.6
718276538;Bolig;202525956;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623966;Endret bruk;22.07.2025;22.07.2028;;Privat;Privat;POINT(182408.496 7079546.946);Frøya;5014;FV716 S3D1 m629;500;10;80;Mindre streng;D - Lokale samleveger;8;1;99999;-6.6
717399010;Bolig;202407942-2;22.01.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=551647;Endret bruk;22.02.2024;22.02.2027;;Privat;Privat;POINT(196054.449 7080152.102);Frøya;5014;FV714 S12D1 m1835;3700;8;70;Streng;B - Regionale hovedveger;8;5;2305;-0.1
717399018;Bolig;202234134-2;31.08.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2277993&VerID=2087584;Utvidet bruk;02.09.2022;;;Fylkeskommune;Fylkeskommune;POINT(195972.954 7080791.758);Frøya;5014;FV714 S12D1 m2501;3700;8;50;Streng;B - Regionale hovedveger;21;9;99999;-0.1
717399072;Bolig;202216007-4;18.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2143244&VerID=1960386;Utvidet bruk;03.06.2022;;;;;POINT(196053.076 7082642.118);Frøya;5014;FV714 S12D1 m4504;4000;19;50;Streng;B - Regionale hovedveger;11;13;332;2.8
718276477;Bolig;202239840-2;11.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2358902&VerID=2164080;Utvidet bruk;28.10.2022;;;Privat;Privat;POINT(187559.288 7083100.994);Frøya;5014;FV716 S2D1 m1706;651;8;60;Mindre streng;D - Lokale samleveger;8;3;321;-1.2
717399083;Bolig;202214718-4;02.04.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2120765&VerID=1939484;Utvidet bruk;04.05.2022;;;;;POINT(196178.951 7083319.726);Frøya;5014;FV714 S12D1 m5230;4000;19;50;Streng;B - Regionale hovedveger;21;8;-536;0.6
717399086;Bolig;202220203-2;27.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2148741&VerID=1965275;Utvidet bruk;01.06.2022;;;Privat;Privat;POINT(196119.52 7083480.707);Frøya;5014;FV714 S12D1 m5441;4000;19;50;Streng;B - Regionale hovedveger;19;7;-1210;-3.5
717399091;Bolig;202306304-3;06.01.2023;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2506143&VerID=2299847;Utvidet bruk;22.03.2023;;;Privat;Privat;POINT(195946.244 7083591.141);Frøya;5014;FV714 S12D1 m5648;4000;19;50;Streng;B - Regionale hovedveger;13;6;116;-3.5
1021976572;Industri;202451678-4;27.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595725;Utvidet bruk;17.12.2024;17.12.2027;;Privat;Privat;POINT(197915.759 7085519.659);Frøya;5014;FV6476 S1D1 m3114;300;9;60;Lite streng;E - Lokale adkomstveger;7;1;-460;0.8
718276408;Bolig;202539398;05.07.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=637433;Utvidet bruk;18.09.2025;;;Privat;Privat;POINT(191420.488 7086036.562);Frøya;5014;FV716 S1D1 m4471;651;8;60;Mindre streng;D - Lokale samleveger;10;12;-199;-4.8
718276409;Forretning;202526054;23.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=624064#;Utvidet bruk;30.06.2025;30.06.2028;;Privat;Privat;POINT(191371.59 7086050.873);Frøya;5014;FV716 S1D1 m4517;651;8;60;Mindre streng;D - Lokale samleveger;10;12;-199;-4.8
616112925;Bolig;202211072-3;08.03.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2066919&VerID=1888329;Utvidet bruk;25.03.2022;;;Privat;Privat;POINT(192099.107 7087247.208);Frøya;5014;FV6466 S1D1 m2494;1100;16;80;Streng;C - Lokale hovedveger;4;4;99999;3.6
616112953;;202337400-2;27.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=510184;Varig tillatelse;29.09.2023;29.09.2026;;Privat;Privat;POINT(189025.762 7088644.102);Frøya;5014;FV6466 S1D1 m6644;642;10;50;Streng;C - Lokale hovedveger;10;2;99999;1.6
616275845;Bolig;202241388-2;27.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398186&VerID=2200009;Endret bruk;05.12.2022;;;Privat;Privat;POINT(194394.568 7088886.456);Frøya;5014;FV6472 S1D1 m2852;300;9;60;Lite streng;E - Lokale adkomstveger;10;0;99999;-1.8
616112989;Bolig;202452414-11;30.12.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=596479;Varig tillatelse;31.03.2025;31.03.2028;;Privat;Privat;POINT(188109.448 7089331.071);Frøya;5014;FV6466 S1D1 m9328;450;8;50;Lite streng;E - Lokale adkomstveger;8;2;99999;1.4
616112979;Gardsbruk;202334658-3 ;28.08.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=507427;Varig tillatelse;21.09.2023;21.09.2026;;Privat;Privat;POINT(188768.836 7089777.215);Frøya;5014;FV6466 S1D1 m8514;450;8;50;Lite streng;E - Lokale adkomstveger;13;3;128;7.4
616206690;Service;202412783-2;07.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556582;Varig tillatelse;18.03.2024;18.03.2027;;;;POINT(178726.758 7096163.418);Frøya;5014;FV6470 S3D1 m2848;80;9;30;Lite streng;E - Lokale adkomstveger;49;0;99999;0.3
1022274500;Bolig;202506587-4;15.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=604465;Varig tillatelse;21.02.2025;21.02.2028;;Privat;Privat;POINT(178632.998 7096548.016);Frøya;5014;FV6470 S3D1 m3246;80;9;30;Lite streng;E - Lokale adkomstveger;33;0;99999;-1.0
616185477;Bolig;202218441-2;02.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2157581&VerID=1973267;Varig tillatelse;12.06.2022;;;Privat;Privat;POINT(188207.58 7097566.25);Frøya;5014;FV6468 S1D20 m154;100;7;30;Lite streng;E - Lokale adkomstveger;5;0;-494;-2.1
1017176714;Bolig;202243786-3;16.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2431535&VerID=2230741;Varig tillatelse;12.01.2023;12.01.2026;;Privat;Privat;POINT(188763.158 7097580.913);Frøya;5014;FV6468 S1D1 m740;80;9;80;Lite streng;E - Lokale adkomstveger;35;0;232;6.8
1018245008;Bolig;202337944-3;30.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=510732;Varig tillatelse;06.11.2023;06.11.2026;;Privat;Privat;POINT(280733.283 7140305.523);Osen;5020;FV6300 S1D1 m1488;751;9;60;Lite streng;E - Lokale adkomstveger;14;2;1334;-2.1
1017175548;Industri;202244980-2;30.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2416810&VerID=2217184;Midlertidig tillatelse;03.01.2023;28.02.2024;;Privat;Privat;POINT(280429.772 7140780.925);Osen;5020;FV6302 S1D1 m109;500;8;40;Lite streng;E - Lokale adkomstveger;14;0;-1733;0.2
600019298;Hytte;202335188-2;06.09.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=507967;Utvidet bruk;11.09.2023;11.09.2026;;Privat;Privat;POINT(280825.625 7141651.14);Osen;5020;FV6300 S1D1 m3191;500;11;80;Lite streng;E - Lokale adkomstveger;4;0;-908;-4.8
706683241;Gardsbruk;202327124-2;10.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=499886;Varig tillatelse;07.08.2023;07.08.2026;;Privat;Privat;POINT(216668.314 6951645.123);Oppdal;5021;FV6518 S2D1 m2253;200;15;80;Mindre streng;D - Lokale samleveger;7;0;99999;2.1
1018332052;Gardsbruk;202317228-4;24.07.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=489893;Varig tillatelse;11.08.2023;11.08.2026;;Privat;Privat;POINT(219674.954 6951755.323);Oppdal;5021;FV6518 S1D1 m8663;200;15;60;Mindre streng;D - Lokale samleveger;11;0;99999;-1.5
1019482743;Hytte;202434848-2;04.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=578763;Varig tillatelse;11.07.2024;11.07.2027;;Privat;Privat;POINT(245269.104 6963454.785);Rennebu;5022;FV6510 S1D1 m4108;120;17;60;Lite streng;E - Lokale adkomstveger;16;1;540;-9.6
1017524435;Industri;202239972-2;13.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2366958&VerID=2171376;Varig tillatelse;07.11.2022;07.11.2025;;Privat;Privat;POINT(243416.201 6965955.258);Rennebu;5022;FV6508 S1D1 m27;240;23;80;Lite streng;E - Lokale adkomstveger;2;0;181;2.4
1016573942;Gardsbruk;202238631-2;02.10.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2340769&VerID=2147273;Varig tillatelse;11.10.2022;11.10.2025;Eksisterende avkjørsel skal fjernes;Privat;Privat;POINT(238020.653 6979212.475);Rennebu;5022;FV700 S6D1 m7233;1210;18;50;Streng;B - Regionale hovedveger;18;3;99999;2.1
1018243738;Dyrkamark/jordbruk;202341482-2;31.10.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=514302;Varig tillatelse;08.11.2023;08.11.2026;;Privat;Privat;POINT(237304.974 6980401.495);Rennebu;5022;FV6512 S1D1 m5387;100;12;60;Mindre streng;D - Lokale samleveger;17;0;99999;2.7
708823890;Bolig;202445558-2;16.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589509;Utvidet bruk;18.09.2024;16.09.2027;;Privat;Privat;POINT(308733.865 6941614.713);Røros;5025;FV6524 S1D1 m7458;243;12;60;Lite streng;E - Lokale adkomstveger;11;0;99999;-3.4
709616960;Gardsbruk;202139548-2;29.09.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=1904694&VerID=1739298;Utvidet bruk;18.10.2021;;;Privat;Privat;POINT(314291.739 6942020.079);Røros;5025;FV6526 S1D1 m672;590;8;60;Lite streng;E - Lokale adkomstveger;24;2;-1025;0.1
601256475;Gardsbruk;202242042-3;02.11.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2398561&VerID=2200360;Utvidet bruk;07.12.2022;;;Privat;Privat;POINT(312500.044 6942668.736);Røros;5025;FV30 S14D1 m1073;2300;13;60;Streng;B - Regionale hovedveger;10;10;99999;1.2
1018334388;Skole/Barnehage;202344057-2;30.11.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=516922;Midlertidig tillatelse;08.12.2023;01.09.2024;;Privat;Privat;POINT(313501.927 6943785.688);Røros;5025;FV6524 S1D1 m486;280;10;30;Lite streng;E - Lokale adkomstveger;15;5;99999;-0.4
708823855;Bolig;202408502-2;01.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=552221;Utvidet bruk;02.02.2024;02.02.2027;;Privat;Privat;POINT(311252.442 6944681.158);Røros;5025;FV6524 S1D1 m3183;243;12;50;Lite streng;E - Lokale adkomstveger;10;2;-709;12.2
601768567;Hytte;202431504;11.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575399#;Utvidet bruk;18.08.2025;18.08.2028;;Privat;Privat;POINT(316047.411 6945347.233);Røros;5025;FV31 S2D1 m1574;612;17;80;Streng;B - Regionale hovedveger;12;3;478;1.3
601768609;Bolig;202208587;24.01.2022;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=433569;Endret bruk;01.02.2022;01.02.2025;;Privat;Privat;POINT(321977.15 6945742.442);Røros;5025;FV31 S2D1 m8151;612;17;80;Streng;B - Regionale hovedveger;7;4;-2999;0.1
601768598;Bolig;202219699-2;16.05.2022;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=2142047&VerID=1959272;Utvidet bruk;24.05.2022;;;Privat;Privat;POINT(320426.054 6945868.774);Røros;5025;FV31 S2D1 m6540;612;17;80;Streng;B - Regionale hovedveger;6;0;99999;0.1
601768724;Gardsbruk;202432954-2;23.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576869;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(340065.03 6949943.177);Røros;5025;FV31 S6D1 m695;603;11;50;Streng;B - Regionale hovedveger;14;1;99999;0.3
710177952;Hytte;202317626-4;16.06.2023;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=490292;Utvidet bruk;23.06.2023;23.06.2026;Nabo-avkjørselen skal saneres når denne er opparbeidet. ;Privat;Privat;POINT(320939.004 6953276.195);Røros;5025;FV6534 S1D1 m2756;169;83;80;Lite streng;E - Lokale adkomstveger;13;0;99999;-2.1
