OBJ.VEGOBJEKT-ID;EGS.BRUKSOMRÅDE.1256;EGS.SAKSNUMMER.1822;EGS.SØKNAD MOTTATT DATO.12048;EGS.ARKIVREFERANSE, URL.12050;EGS.VEDTAK.10670;EGS.VEDTAKSDATO.11444;EGS.TILLATELSE GJELDER TIL DATO.12049;EGS.TILLEGGSINFORMASJON.11566;EGS.EIER.7993;EGS.VEDLIKEHOLDSANSVARLIG.8056;EGS.GEOMETRI, PUNKT.4753;LOK.KOMMUNE;LOK.KOMMUNENUMMER;VSR.VEGSYSTEMREFERANSE;ÅDT, total;ÅDT, andel lange kjøretøy;Fartsgrense;Holdningsklasse;Funksjonsklasse;Avkjørsler;Trafikkulykker
1016264824;Gardsbruk;202440441-2;14.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=584387;Utvidet bruk;19.08.2024;19.08.2027;;Privat;Privat;POINT(318731.747 7073360.502);Levanger;5037;FV6876 S1D1 m1668;952;14;30;Lite streng;E - Lokale adkomstveger;10;1
1016260921;Bolig;202431249-2;11.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=575144;Utvidet bruk;28.06.2024;28.06.2027;;Privat;Privat;POINT(316407.849 7074189.847);Levanger;5037;FV6866 S2D1 m5062;4160;5;50;Mindre streng;D - Lokale samleveger;8;22
1016266255;Bolig;202507344-2 ;20.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=605222;Utvidet bruk;24.01.2025;24.01.2028;;Privat;Privat;POINT(322693.195 7075634.846);Levanger;5037;FV6888 S1D1 m4512;600;9;50;Lite streng;E - Lokale adkomstveger;12;0
1019887837;Bolig;202445266-2;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589216;Varig tillatelse;24.09.2024;24.09.2027;;Privat;Privat;POINT(325362.283 7074737.355);Verdal;5038;FV6882 S1D1 m1478;450;9;80;Lite streng;E - Lokale adkomstveger;8;0
1016266074;Bolig;202445266-2;12.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589216;Varig tillatelse;24.09.2024;24.09.2027;Denne avkjørselen skal saneres når ny er etablert. ;;;POINT(325359.873 7074751.26);Verdal;5038;FV6882 S1D1 m1463;450;9;80;Lite streng;E - Lokale adkomstveger;8;0
1016266502;Gardsbruk;202445611-2;17.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589562;Utvidet bruk;20.09.2024;20.09.2027;;Privat;Privat;POINT(328270.425 7075257.77);Verdal;5038;FV6894 S1D1 m724;450;9;80;Lite streng;E - Lokale adkomstveger;6;1
1019191141;Service;202429258-2;14.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573138;Midlertidig tillatelse;21.05.2024;30.06.2024;;Privat;Privat;POINT(325201.164 7075365.597);Verdal;5038;FV6882 S1D1 m597;450;9;50;Lite streng;E - Lokale adkomstveger;18;0
1019423283;Bolig;202422736-2 ;19.03.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=566536;Utvidet bruk;02.07.2024;02.07.2027;;Privat;Privat;POINT(330719.907 7078624.306);Verdal;5038;FV6902 S1D1 m23;500;8;40;Lite streng;E - Lokale adkomstveger;7;0
1019845204;Gardsbruk;202443992-2;30.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587939;Varig tillatelse;05.09.2024;05.09.2027;;Privat;Privat;POINT(331010.925 7078777.639);Verdal;5038;FV6902 S1D1 m538;500;8;60;Lite streng;E - Lokale adkomstveger;11;0
1016274775;Gardsbruk;202443992-2;30.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587939;Varig tillatelse;05.09.2024;05.09.2027;Denne avkjørselen skal saneres når ny er bygd. ;Privat;Privat;POINT(330957.126 7078796.399);Verdal;5038;FV6902 S1D1 m482;500;8;40;Lite streng;E - Lokale adkomstveger;12;0
1019423284;Bolig;202432335-2;19.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=576230;Varig tillatelse;03.07.2024;03.07.2027;Flytting av avkjørsel. ;Privat;Privat;POINT(329056.852 7078933.135);Verdal;5038;FV757 S1D1 m4698;4910;9;60;Streng;C - Lokale hovedveger;12;8
1015231452;Gardsbruk;202444439-2;04.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=588386;Utvidet bruk;06.09.2024;06.09.2027;;Privat;Privat;POINT(331578.931 7080318.881);Verdal;5038;FV759 S1D1 m1902;750;13;70;Streng;C - Lokale hovedveger;5;1
1016043606;Dyrkamark/jordbruk;202541399;19.09.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=639434#;Varig tillatelse;22.09.2025;22.09.2028;;Privat;Privat;POINT(376538.864 7127932.426);Snåsa;5041;FV7006 S1D1 m3964;300;9;80;Lite streng;E - Lokale adkomstveger;7;0
1025288532;Dyrkamark/jordbruk;202541399;19.09.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=639434#;Varig tillatelse;22.09.2025;22.09.2028;;Privat;Privat;POINT(377445.422 7128444.741);Snåsa;5041;FV7006 S1D1 m5020;300;9;80;Lite streng;E - Lokale adkomstveger;6;0
1016047399;Bolig;202528419;11.07.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=626450#;Varig tillatelse;18.08.2025;18.08.2028;Disp. fra byggegrense og flytting av avkjørsel;Privat;Privat;POINT(380201.041 7130194.447);Snåsa;5041;FV7006 S1D1 m8403;300;9;50;Lite streng;E - Lokale adkomstveger;31;2
1019425735;Hytte;202433338-2;24.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=577253;Varig tillatelse;08.07.2024;08.07.2027;;Privat;Privat;POINT(428401.967 7170839.815);Lierne;5042;FV7014 S1D1 m9430;20;15;80;Lite streng;E - Lokale adkomstveger;8;0
1021976558;Service;202451447-2;22.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595474;Varig tillatelse;28.11.2024;28.11.2027;;Kommune;Kommune;POINT(431655.579 7196621.1);Røyrvik;5043;FV7016 S3D1 m13506;300;10;50;Mindre streng;D - Lokale samleveger;15;0
1018462336;Service;202510847-2;20.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608741;Midlertidig tillatelse;24.02.2025;24.02.2028;;;;POINT(371184.18 7169908.276);Høylandet;5046;FV17 S15D1 m7388;1440;22;60;Meget streng;B - Regionale hovedveger;11;3
1015774201;Gardsbruk;202514919-2;17.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=612828;Utvidet bruk;21.03.2025;21.03.2028;;Privat;Privat;POINT(357072.824 7156651.264);Overhalla;5047;FV7058 S1D1 m485;260;9;30;Lite streng;E - Lokale adkomstveger;16;0
1025214880;Industri;202537520;21.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3510455&VerID=3307705;Varig tillatelse;27.08.2025;27.08.2028;;Privat;Privat;POINT(352088.527 7221660.593);Leka;5052;FV771 S6D1 m3660;260;8;80;Mindre streng;D - Lokale samleveger;3;0
1016386654;Hytte;202451566-2;25.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595601;Utvidet bruk;27.11.2024;27.11.2027;;Privat;Privat;POINT(342349.42 7224709.942);Leka;5052;FV7132 S1D1 m6446;100;9;60;Lite streng;E - Lokale adkomstveger;9;0
606517974;Bolig;202443987-2;30.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587934;Varig tillatelse;27.09.2024;27.09.2027;Avkjørselen skal stenges når ny tas i bruk. ;Privat;Privat;POINT(251364.123 7050198.727);Indre Fosen;5054;FV6388 S1D1 m702;600;8;60;Lite streng;E - Lokale adkomstveger;14;0
606517972;Bolig;202443987-2;30.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=587934;Varig tillatelse;27.09.2024;27.09.2027;;Privat;Privat;POINT(251372.638 7050207.226);Indre Fosen;5054;FV6388 S1D1 m691;600;8;60;Lite streng;E - Lokale adkomstveger;14;0
1024620224;Bolig;202525132;17.06.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=623128#;Avslag;10.07.2025;;;Privat;Privat;POINT(252113.405 7051736.86);Indre Fosen;5054;FV6382 S1D1 m3064;800;8;60;Lite streng;E - Lokale adkomstveger;14;0
1024549946;Bolig;202521683;14.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=619632#;Utvidet bruk;25.06.2025;25.06.2028;;Privat;Privat;POINT(248884.689 7060203.621);Indre Fosen;5054;FV718 S1D1 m3927;3490;8;60;Streng;C - Lokale hovedveger;15;1
718986991;Bolig;202519439;23.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=617383;Utvidet bruk;27.06.2025;27.06.2028;;Privat;Privat;POINT(245191.941 7067175.75);Indre Fosen;5054;FV718 S2D1 m6944;670;9;80;Mindre streng;D - Lokale samleveger;5;1
1021991155;Bolig;202435839-3;23.07.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=579754;Varig tillatelse;21.01.2025;21.01.2028;Tidligere avkjørsel skal saneres.;Privat;Privat;POINT(244693.984 7067802.61);Indre Fosen;5054;FV718 S2D1 m8550;670;9;60;Mindre streng;D - Lokale samleveger;12;1
1021162869;;202445188-2;30.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589138;Avslag;01.10.2024;01.10.2027;;;;POINT(289236.084 7071405.471);Indre Fosen;5054;FV6842 S1D1 m6432;188;8;80;Lite streng;E - Lokale adkomstveger;0;0
1024620271;Bolig;202523438;26.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=621417#;Varig tillatelse;10.07.2025;10.07.2028;;Privat;Privat;POINT(284116.91 7071960.423);Indre Fosen;5054;FV6836 S1D1 m7971;650;9;60;Lite streng;E - Lokale adkomstveger;3;0
1015772673;Bolig;202447288-2;01.10.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=591246;Utvidet bruk;29.10.2024;29.10.2027;;Privat;Privat;POINT(159765.006 7017328.584);Heim;5055;FV6176 S1D1 m6777;160;10;80;Mindre streng;D - Lokale samleveger;13;0
712226308;Bolig;202508358-2 ;30.01.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=606240;Utvidet bruk;18.02.2025;18.02.2028;;Privat;Privat;POINT(202887.082 7031744.595);Heim;5055;FV680 S16D1 m5826;3200;6;50;Streng;B - Regionale hovedveger;10;9
1022499972;Service;202517979-2;02.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615907;Midlertidig tillatelse;16.04.2025;30.11.2025;;Privat;Privat;POINT(207170.012 7033442.537);Heim;5055;FV6436 S1D1 m637;400;9;80;Lite streng;E - Lokale adkomstveger;14;1
1022499995;Service;202517979-2 ;02.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615907;Midlertidig tillatelse;16.04.2025;30.11.2025;;Privat;Privat;POINT(207136.996 7033489.279);Heim;5055;FV6436 S1D1 m579;400;9;80;Lite streng;E - Lokale adkomstveger;13;1
1022499998;Service;202517975-2;02.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615903;Midlertidig tillatelse;16.04.2025;30.11.2025;;Privat;Privat;POINT(206947.642 7033932.731);Heim;5055;FV6432 S4D1 m4852;338;14;80;Mindre streng;D - Lokale samleveger;2;1
609138674;Bolig;202430831-2;07.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=574726;Utvidet bruk;11.06.2024;11.06.2027;;Privat;Privat;POINT(212576.841 7049727.046);Hitra;5056;FV6426 S1D1 m5767;260;9;80;Lite streng;E - Lokale adkomstveger;3;0
615536794;;202445265-2;11.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589215;Varig tillatelse;24.09.2024;24.09.2027;;Privat;Privat;POINT(207187.081 7057691.816);Hitra;5056;FV6440 S1D1 m727;1300;11;50;Streng;C - Lokale hovedveger;25;3
615745687;Bolig;202536794;20.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3521066&VerID=3317826;Varig tillatelse;17.09.2025;17.09.2028;;Privat;Privat;POINT(189145.1 7063855.657);Hitra;5056;FV6456 S2D1 m10222;100;9;80;Mindre streng;D - Lokale samleveger;12;0
1025288352;Skog/skogbruk;202536794;20.08.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3521066&VerID=3317826;Avslag;17.09.2025;;;;;POINT(189156.333 7063863.134);Hitra;5056;FV6456 S2D1 m10228;100;9;80;Mindre streng;D - Lokale samleveger;12;0
1019037907;Skole/Barnehage;202409746-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553488;Midlertidig tillatelse;04.04.2024;23.12.2025;;;;POINT(201481.719 7066794.792);Hitra;5056;FV714 S9D1 m5099 KD1 m51;;;50;;B - Regionale hovedveger;12;11
1019037730;Skole/Barnehage;202409746-2;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553488;Midlertidig tillatelse;04.04.2024;23.12.2025;;;;POINT(201502.932 7066888.988);Hitra;5056;FV714 S9D1 m5191;2300;13;60;Streng;B - Regionale hovedveger;13;13
607705383;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Midlertidig tillatelse;23.07.2025;;Alt. 1: Bygging av midlertidig anleggsveg mellom hus og ny midlertidig avkjørsel iht. skisse i søknad. Alt 2: Utvidelse av avkjørsel (FV6398 K S1D1 m4149);Privat;Privat;POINT(233306.73 7072055.151);Ørland;5057;FV6398 S1D1 m4149;300;8;60;Lite streng;E - Lokale adkomstveger;12;0
607716019;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232657.671 7072335.689);Ørland;5057;FV6400 S1D1 m4066;1100;9;60;Mindre streng;D - Lokale samleveger;19;1
607716013;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232706.38 7072483.319);Ørland;5057;FV6400 S1D1 m3912;1100;9;60;Mindre streng;D - Lokale samleveger;17;1
607716013;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232706.38 7072483.319);Ørland;5057;FV6400 S1D1 m3912;1100;9;60;Mindre streng;D - Lokale samleveger;17;1
607717924;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232769.879 7072720.667);Ørland;5057;FV6404 S1D1 m64;280;8;60;Lite streng;E - Lokale adkomstveger;13;0
607717924;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232769.879 7072720.667);Ørland;5057;FV6404 S1D1 m64;280;8;60;Lite streng;E - Lokale adkomstveger;13;0
607716008;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(233274.572 7072813.248);Ørland;5057;FV6400 S1D1 m3198;1100;10;80;Mindre streng;D - Lokale samleveger;10;1
607716008;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(233274.572 7072813.248);Ørland;5057;FV6400 S1D1 m3198;1100;10;80;Mindre streng;D - Lokale samleveger;10;1
1025046588;Industri;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Midlertidig tillatelse;23.07.2025;28.11.2025;Tiltak: Midlertidig avkjørsel for spesialtransport;Privat;Privat;POINT(236541.62 7073452.163);Ørland;5057;FV710 S8D1 m246;510;17;50;Streng;B - Regionale hovedveger;6;2
607717945;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(233057.672 7074206.932);Ørland;5057;FV6404 S1D1 m1607;280;8;60;Lite streng;E - Lokale adkomstveger;12;0
608154170;Bolig;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(235236.528 7074316.372);Ørland;5057;FV6408 S1D1 m1024;2770;9;50;Streng;C - Lokale hovedveger;17;12
607717949;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(233056.48 7074410.713);Ørland;5057;FV6404 S1D1 m1814;280;8;60;Lite streng;E - Lokale adkomstveger;11;0
1021230915;Industri;202451051-2;18.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595075;Midlertidig tillatelse;19.11.2024;31.12.2024;;Privat;Privat;POINT(233318.475 7074498.709);Ørland;5057;FV6406 S1D1 m1639;247;20;80;Mindre streng;D - Lokale samleveger;5;0
1021230923;Industri;202451051-2;18.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595075;Midlertidig tillatelse;19.11.2024;31.12.2024;;Privat;Privat;POINT(233308.288 7074521.229);Ørland;5057;FV6406 S1D1 m1661;247;20;80;Mindre streng;D - Lokale samleveger;5;0
1021230911;Service;202451051-2;18.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=595075;Midlertidig tillatelse;19.11.2024;31.12.2024;;;;POINT(233035.305 7075188.319);Ørland;5057;FV6404 S1D1 m2600;280;8;60;Lite streng;E - Lokale adkomstveger;3;0
1019845398;Dyrkamark/jordbruk;202445172-2;10.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=589122;Varig tillatelse;18.09.2024;18.09.2027;Avkjørsel skal saneres når ny er etablert. ;;;POINT(237427.198 7075597.621);Ørland;5057;FV6392 S1D1 m427;1690;9;60;Mindre streng;D - Lokale samleveger;12;3
608267844;Bolig;202409720-3;12.02.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=553462;Utvidet bruk;02.09.2024;02.09.2027;;Privat;Privat;POINT(236290.056 7075785.876);Ørland;5057;FV6414 S1D1 m734;790;11;80;Lite streng;E - Lokale adkomstveger;9;0
608011022;Gardsbruk;202522248;21.05.2025;https://trondelag.public360online.com/locator/DMS/Document/Details/Simplified/2?module=Document&subtype=2&recno=3456061&VerID=3254109;Endret bruk;23.07.2025;28.11.2025;Tiltak: Midlertidig utvidelse og bruksendring av avkjørsel;Privat;Privat;POINT(232528.303 7076539.311);Ørland;5057;FV6406 S1D1 m3829;167;14;80;Mindre streng;D - Lokale samleveger;12;1
1022497102;Service;202517897-2;03.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615825;Midlertidig tillatelse;03.04.2025;03.04.2028;;Privat;Privat;POINT(244524.942 7081348.448);Ørland;5057;FV6358 S1D1 m486;800;7;30;Lite streng;E - Lokale adkomstveger;8;2
1022497097;Service;202517897-2;03.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615825;Midlertidig tillatelse;03.04.2025;03.04.2028;;Privat;Privat;POINT(244554.702 7081413.813);Ørland;5057;FV6358 S1D1 m557;800;7;30;Lite streng;E - Lokale adkomstveger;10;2
1022819966;Hytte;202522160;21.05.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=620109#;Varig tillatelse;23.05.2025;26.05.2028;;Privat;Privat;POINT(240109.002 7081580.204);Ørland;5057;FV6356 S1D1 m1661;400;10;60;Mindre streng;D - Lokale samleveger;9;2
1019426053;Gardsbruk;202433836-2;26.06.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=577751;Varig tillatelse;08.07.2024;08.07.2027;;Privat;Privat;POINT(249665.354 7094119.57);Ørland;5057;FV6348 S1D1 m1453;140;9;50;Lite streng;E - Lokale adkomstveger;16;0
1019733621;Industri;202442636-2;22.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=586582;Midlertidig tillatelse;28.08.2024;01.09.2025;;Privat;Privat;POINT(267104.174 7095699.413);Åfjord;5058;FV715 S11D1 m2532;1170;15;80;Streng;B - Regionale hovedveger;5;8
603835044;Bolig;202510818-3 ;20.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608712;Utvidet bruk;11.03.2025;11.03.2028;;Privat;Privat;POINT(259813.359 7100342.915);Åfjord;5058;FV6324 S1D1 m7293;500;11;80;Lite streng;E - Lokale adkomstveger;3;1
1024619900;Bolig;202524033;02.07.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=622029#;Varig tillatelse;07.07.2025;07.07.2028;;Privat;Privat;POINT(265528.854 7102118.885);Åfjord;5058;FV723 S1D1 m643;1370;12;60;Mindre streng;D - Lokale samleveger;11;4
1022496983;Industri;202514856-2;17.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=612765;Midlertidig tillatelse;17.03.2025;20.03.2023;;Privat;Privat;POINT(257771.167 7106624.207);Åfjord;5058;FV723 S2D1 m8595;1200;10;80;Mindre streng;D - Lokale samleveger;0;0
1019845317;Skog/skogbruk;202444788-2;09.09.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=588735;Midlertidig tillatelse;17.09.2024;30.01.2025;;Privat;Privat;POINT(228631.086 7004649.343);Orkland;5059;FV6502 S1D1 m923;470;8;80;Mindre streng;D - Lokale samleveger;10;0
715328731;Bolig;202441875;19.08.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=585821;Utvidet bruk;10.06.2025;;;Privat;Privat;POINT(228072.876 7005815.592);Orkland;5059;FV701 S1D1 m2070;1690;20;60;Streng;B - Regionale hovedveger;16;2
1022496817;Bolig;202510131-2;13.02.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=608023;Avslag;07.03.2025;07.03.2028;;;;POINT(226749.825 7008195.405);Orkland;5059;FV6496 S2D1 m11540;350;11;80;Lite streng;E - Lokale adkomstveger;15;0
619482531;Gardsbruk;202429636-2;21.05.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=573516;Utvidet bruk;29.05.2024;29.05.2027;;Privat;Privat;POINT(224573.293 7014558.585);Orkland;5059;FV6496 S2D1 m3646;350;11;80;Lite streng;E - Lokale adkomstveger;10;0
1022499960;Bolig;202518618-2 ;10.04.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=616546;Varig tillatelse;14.04.2025;14.04.2028;Gammel avkjørsel skal saneres. ;Privat;Privat;POINT(227300.964 7017436.581);Orkland;5059;FV6496 S1D1 m11554;450;11;80;Lite streng;E - Lokale adkomstveger;8;1
1021976575;Bolig;202450809-2;14.11.2024;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=594833;Varig tillatelse;09.12.2024;09.12.2027;Tidligere avkjørsel til tomten skal stenges.;Privat;Privat;POINT(227846.013 7018833.904);Orkland;5059;FV6494 S1D1 m6529;350;11;50;Lite streng;E - Lokale adkomstveger;11;0
617080576;Bolig;202541320;18.09.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=639355#;Endret bruk;22.09.2025;;;Privat;Privat;POINT(235688.212 7027161.942);Orkland;5059;FV6480 S1D1 m4316;178;8;60;Mindre streng;D - Lokale samleveger;6;4
1019002882;Service;202412712-2;05.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=556511;Midlertidig tillatelse;13.03.2024;01.06.2024;;Privat;Privat;POINT(227147.366 7042455.161);Orkland;5059;FV714 S3D1 m2690;1600;22;80;Streng;B - Regionale hovedveger;0;1
1022497073;Skog/skogbruk;202517689-2 ;19.03.2025;https://trondelag.public360online.com/locator/DMS/Case/Details/Simplified/2?module=Case&subtype=2&recno=615617;Varig tillatelse;02.04.2025;02.04.2028;;Privat;Privat;POINT(329314.084 7189449.897);Nærøysund;5060;FV768 S1D1 m3870;866;8;80;Mindre streng;D - Lokale samleveger;6;1
